,Power
360.6,-103.11
360.8,-97.5
361.0,-95.72
361.2,-95.44
361.4,-96.01
361.6,-95.2
361.8,-95.61
362.0,-95.42
362.2,-96.47
362.4,-106.33
362.6,-100.6
362.8,-101.05
363.0,-101.97
363.2,-105.91
363.4,-104.51
363.6,-104.98
363.8,-99.42
364.0,-97.81
364.2,-98.9
364.4,-97.39
364.6,-99.58
364.8,-105.28
365.0,-105.5
365.2,-103.82
365.4,-104.88
365.6,-106.87
365.8,-108.21
366.0,-96.74
366.2,-97.27
366.4,-97.94
366.6,-96.62
366.8,-94.63
367.0,-90.5
367.2,-90.32
367.4,-94.58
367.6,-105.55
367.8,-107.66
368.0,-105.96
368.2,-101.3
368.4,-101.44
368.6,-93.78
368.8,-92.2
369.0,-92.73
369.2,-97.68
369.4,-96.42
369.6,-97.48
369.8,-105.52
370.0,-104.92
370.2,-101.34
370.4,-96.71
370.6,-94.2
370.8,-93.83
371.0,-93.95
371.2,-94.87
371.4,-94.61
371.6,-98.21
371.8,-95.25
372.0,-100.56
372.2,-106.61
372.4,-99.72
372.6,-101.89
372.8,-103.69
373.0,-105.3
373.2,-96.96
373.4,-98.03
373.6,-102.2
373.8,-104.89
374.0,-106.39
374.2,-112.73
374.4,-101.35
374.6,-100.0
374.8,-98.47
375.0,-99.5
375.2,-98.61
375.4,-99.05
375.6,-94.98
375.8,-95.68
376.0,-98.12
376.2,-101.29
376.4,-96.87
376.6,-98.41
376.8,-107.86
377.0,-103.02
377.2,-102.48
377.4,-102.6
377.6,-97.28
377.8,-95.45
378.0,-103.65
378.2,-96.85
378.4,-95.91
378.6,-96.52
378.8,-103.45
379.0,-110.52
379.2,-101.49
379.4,-101.35
379.6,-92.83
379.8,-94.48
380.0,-98.54
380.2,-98.63
380.4,-94.14
380.6,-95.25
380.8,-95.3
381.0,-91.9
381.2,-99.11
381.4,-97.56
381.6,-91.58
381.8,-91.19
382.0,-92.88
382.2,-95.34
382.4,-98.9
382.6,-96.93
382.8,-103.9
383.0,-103.9
383.2,-99.56
383.4,-105.15
383.6,-107.78
383.8,-101.46
384.0,-97.85
384.2,-97.63
384.4,-107.3
384.6,-97.99
384.8,-93.53
385.0,-91.74
385.2,-96.2
385.4,-98.23
385.6,-100.32
385.8,-99.0
386.0,-95.44
386.2,-98.47
386.4,-100.6
386.6,-105.18
386.8,-96.83
387.0,-100.57
387.2,-92.17
387.4,-87.56
387.6,-90.66
387.8,-94.11
388.0,-101.56
388.2,-106.94
388.4,-98.59
388.6,-103.11
388.8,-104.78
389.0,-102.64
389.2,-93.4
389.4,-86.58
389.6,-82.88
389.8,-83.25
390.0,-89.25
390.2,-91.42
390.4,-96.65
390.6,-95.22
390.8,-87.65
391.0,-89.44
391.2,-90.12
391.4,-86.62
391.6,-91.39
391.8,-96.12
392.0,-98.58
392.2,-97.95
392.4,-92.92
392.6,-92.77
392.8,-98.31
393.0,-124.55
393.2,-95.75
393.4,-96.31
393.6,-89.77
393.8,-89.75
394.0,-92.88
394.2,-94.42
394.4,-95.35
394.6,-97.38
394.8,-101.19
395.0,-95.24
395.2,-92.5
395.4,-92.64
395.6,-85.17
395.8,-80.65
396.0,-76.45
396.2,-74.84
396.4,-81.54
396.6,-89.74
396.8,-97.3
397.0,-100.29
397.2,-87.1
397.4,-85.05
397.6,-90.37
397.8,-94.57
398.0,-94.18
398.2,-94.34
398.4,-93.91
398.6,-94.73
398.8,-103.51
399.0,-98.57
399.2,-101.1
399.4,-102.27
399.6,-86.37
399.8,-85.21
400.0,-86.55
400.2,-90.09
400.4,-88.19
400.6,-91.98
400.8,-95.97
401.0,-89.95
401.2,-81.11
401.4,-79.0
401.6,-78.17
401.8,-78.97
402.0,-91.32
402.2,-85.02
402.4,-83.95
402.6,-85.86
402.8,-96.72
403.0,-88.58
403.2,-85.43
403.4,-83.73
403.6,-95.57
403.8,-96.32
404.0,-99.16
404.2,-97.48
404.4,-101.25
404.6,-100.39
404.8,-101.45
405.0,-103.91
405.2,-92.48
405.4,-88.15
405.6,-87.23
405.8,-88.46
406.0,-90.32
406.2,-90.31
406.4,-93.29
406.6,-96.28
406.8,-103.35
407.0,-101.68
407.2,-98.21
407.4,-97.14
407.6,-93.32
407.8,-91.26
408.0,-91.24
408.2,-86.37
408.4,-92.36
408.6,-88.76
408.8,-86.38
409.0,-86.28
409.2,-90.35
409.4,-87.68
409.6,-88.26
409.8,-89.16
410.0,-101.06
410.2,-95.53
410.4,-94.1
410.6,-93.83
410.8,-83.32
411.0,-81.24
411.2,-80.0
411.4,-81.77
411.6,-86.78
411.8,-98.15
412.0,-102.59
412.2,-97.92
412.4,-99.45
412.6,-96.34
412.8,-97.22
413.0,-99.9
413.2,-94.19
413.4,-104.64
413.6,-91.04
413.8,-89.16
414.0,-110.94
414.2,-101.18
414.4,-99.08
414.6,-107.21
414.8,-95.06
415.0,-99.44
415.2,-116.65
415.4,-97.15
415.6,-103.6
415.8,-103.77
416.0,-99.03
416.2,-100.6
416.4,-93.57
416.6,-92.92
416.8,-90.76
417.0,-90.18
417.2,-94.13
417.4,-96.84
417.6,-102.6
417.8,-110.04
418.0,-87.8
418.2,-87.65
418.4,-86.35
418.6,-86.29
418.8,-89.99
419.0,-89.53
419.2,-90.58
419.4,-90.32
419.6,-95.44
419.8,-97.58
420.0,-101.95
420.2,-96.08
420.4,-105.5
420.6,-97.79
420.8,-94.98
421.0,-99.19
421.2,-110.17
421.4,-100.54
421.6,-93.13
421.8,-90.92
422.0,-95.63
422.2,-100.36
422.4,-107.97
422.6,-99.04
422.8,-102.75
423.0,-105.29
423.2,-101.92
423.4,-103.7
423.6,-95.13
423.8,-91.86
424.0,-90.53
424.2,-90.22
424.4,-88.78
424.6,-87.49
424.8,-86.69
425.0,-86.85
425.2,-94.39
425.4,-95.1
425.6,-96.09
425.8,-99.84
426.0,-102.07
426.2,-96.08
426.4,-97.11
426.6,-104.02
426.8,-97.33
427.0,-92.19
427.2,-91.62
427.4,-96.46
427.6,-95.44
427.8,-100.56
428.0,-106.5
428.2,-112.33
428.4,-94.86
428.6,-94.59
428.8,-95.49
429.0,-99.29
429.2,-92.33
429.4,-90.68
429.6,-90.93
429.8,-93.56
430.0,-105.08
430.2,-101.14
430.4,-94.84
430.6,-91.34
430.8,-108.58
431.0,-99.74
431.2,-96.17
431.4,-95.5
431.6,-107.69
431.8,-100.36
432.0,-98.09
432.2,-96.34
432.4,-99.17
432.6,-101.25
432.8,-103.2
433.0,-104.01
433.2,-104.72
433.4,-109.27
433.6,-110.56
433.8,-106.44
434.0,-95.62
434.2,-102.37
434.4,-101.07
434.6,-98.14
434.8,-116.87
435.0,-106.11
435.2,-98.83
435.4,-96.51
435.6,-94.59
435.8,-95.08
436.0,-95.61
436.2,-94.45
436.4,-92.88
436.6,-94.04
436.8,-98.63
437.0,-102.8
437.2,-103.11
437.4,-103.59
437.6,-101.57
437.8,-105.9
438.0,-101.01
438.2,-108.68
438.4,-97.15
438.6,-93.09
438.8,-93.33
439.0,-92.08
439.2,-93.41
439.4,-93.9
439.6,-90.86
439.8,-91.17
440.0,-92.21
440.2,-92.8
440.4,-104.61
440.6,-98.82
440.8,-95.04
441.0,-93.06
441.2,-95.0
441.4,-92.89
441.6,-95.45
441.8,-107.03
442.0,-99.78
442.2,-99.94
442.4,-103.23
442.6,-106.72
442.8,-102.54
443.0,-98.66
443.2,-93.54
443.4,-91.84
443.6,-99.53
443.8,-93.37
444.0,-93.95
444.2,-95.81
444.4,-79.88
444.6,-92.6
444.8,-100.29
445.0,-82.81
445.2,-70.29
445.4,-67.08
445.6,-69.12
445.8,-78.23
446.0,-89.43
446.2,-97.6
446.4,-91.94
446.6,-107.73
446.8,-106.57
447.0,-111.93
447.2,-108.16
447.4,-106.36
447.6,-91.89
447.8,-91.51
448.0,-94.47
448.2,-96.69
448.4,-92.56
448.6,-88.4
448.8,-85.76
449.0,-85.87
449.2,-92.97
449.4,-92.07
449.6,-92.16
449.8,-93.55
450.0,-102.5
450.2,-113.34
450.4,-98.22
450.6,-95.54
450.8,-100.57
451.0,-102.24
451.2,-98.48
451.4,-97.79
451.6,-107.95
451.8,-101.53
452.0,-96.04
452.2,-95.07
452.4,-96.21
452.6,-94.39
452.8,-96.17
453.0,-95.42
453.2,-101.14
453.4,-103.6
453.6,-97.79
453.8,-95.32
454.0,-99.96
454.2,-100.38
454.4,-110.72
454.6,-107.86
454.8,-98.31
455.0,-98.23
455.2,-96.75
455.4,-95.86
455.6,-97.2
455.8,-93.09
456.0,-91.63
456.2,-92.58
456.4,-103.36
456.6,-95.34
456.8,-91.13
457.0,-91.2
457.2,-111.33
457.4,-102.76
457.6,-98.96
457.8,-96.88
458.0,-102.55
458.2,-113.75
458.4,-105.54
458.6,-102.07
458.8,-100.58
459.0,-104.03
459.2,-106.75
459.4,-102.92
459.6,-105.22
459.8,-107.21
460.0,-110.15
460.2,-114.18
460.4,-112.72
460.6,-115.56
460.8,-109.85
461.0,-100.86
461.2,-97.89
461.4,-99.51
461.6,-103.07
461.8,-101.23
462.0,-100.94
462.2,-102.12
462.4,-103.95
462.6,-105.54
462.8,-106.17
463.0,-103.76
463.2,-103.48
463.4,-109.67
463.6,-107.08
463.8,-103.6
464.0,-102.77
464.2,-105.63
464.4,-104.92
464.6,-101.86
464.8,-100.96
465.0,-103.3
465.2,-106.44
465.4,-102.66
465.6,-102.17
465.8,-105.35
466.0,-111.88
466.2,-113.49
466.4,-125.85
466.6,-110.39
466.8,-99.95
467.0,-101.89
467.2,-101.52
467.4,-98.98
467.6,-99.28
467.8,-103.81
468.0,-111.62
468.2,-117.0
468.4,-111.34
468.6,-123.21
468.8,-119.05
469.0,-110.75
469.2,-109.18
469.4,-104.33
469.6,-103.57
469.8,-106.07
470.0,-102.92
470.2,-106.4
470.4,-106.28
470.6,-103.62
470.8,-111.34
471.0,-105.21
471.2,-101.0
471.4,-102.45
471.6,-96.51
471.8,-95.8
472.0,-96.96
472.2,-99.53
472.4,-103.51
472.6,-106.45
472.8,-108.32
473.0,-103.97
473.2,-109.24
473.4,-107.89
473.6,-105.92
473.8,-103.52
474.0,-115.17
474.2,-106.71
474.4,-106.12
474.6,-107.09
474.8,-102.25
475.0,-99.09
475.2,-101.0
475.4,-100.42
475.6,-92.86
475.8,-98.9
476.0,-97.92
476.2,-93.62
476.4,-80.63
476.6,-77.23
476.8,-74.33
477.0,-74.52
477.2,-73.4
477.4,-72.63
477.6,-73.71
477.8,-77.49
478.0,-82.89
478.2,-82.53
478.4,-83.96
478.6,-86.87
478.8,-86.1
479.0,-88.53
479.2,-81.71
479.4,-79.37
479.6,-73.53
479.8,-78.19
480.0,-76.57
480.2,-77.35
480.4,-73.73
480.6,-77.15
480.8,-68.37
481.0,-66.57
481.2,-69.62
481.4,-74.52
481.6,-81.51
481.8,-76.78
482.0,-76.22
482.2,-81.27
482.4,-91.55
482.6,-111.93
482.8,-101.99
483.0,-100.7
483.2,-101.8
483.4,-103.94
483.6,-106.68
483.8,-105.53
484.0,-105.47
484.2,-107.28
484.4,-100.56
484.6,-97.77
484.8,-97.23
485.0,-100.17
485.2,-107.22
485.4,-102.94
485.6,-102.13
485.8,-105.99
486.0,-103.07
486.2,-103.08
486.4,-104.22
486.6,-106.1
486.8,-105.53
487.0,-102.12
487.2,-99.64
487.4,-99.57
487.6,-107.65
487.8,-110.67
488.0,-109.82
488.2,-106.66
488.4,-116.1
488.6,-133.33
488.8,-119.11
489.0,-110.13
489.2,-104.3
489.4,-101.73
489.6,-104.8
489.8,-111.69
490.0,-104.03
490.2,-106.67
490.4,-108.87
490.6,-111.24
490.8,-108.25
491.0,-107.48
491.2,-113.36
491.4,-110.65
491.6,-106.45
491.8,-101.83
492.0,-99.93
492.2,-99.38
492.4,-97.99
492.6,-89.02
492.8,-87.4
493.0,-91.39
493.2,-104.0
493.4,-100.65
493.6,-101.63
493.8,-107.22
494.0,-98.83
494.2,-92.46
494.4,-85.43
494.6,-80.0
494.8,-82.45
495.0,-82.42
495.2,-85.2
495.4,-86.04
495.6,-92.85
495.8,-101.09
496.0,-88.99
496.2,-91.27
496.4,-88.66
496.6,-84.01
496.8,-81.13
497.0,-80.88
497.2,-84.67
497.4,-90.76
497.6,-103.97
497.8,-94.9
498.0,-89.38
498.2,-86.66
498.4,-84.04
498.6,-84.75
498.8,-85.29
499.0,-88.91
499.2,-107.17
499.4,-89.86
499.6,-97.63
499.8,-94.34
500.0,-95.52
500.2,-92.37
500.4,-83.87
500.6,-81.76
500.8,-83.41
501.0,-89.54
501.2,-84.18
501.4,-85.13
501.6,-88.35
501.8,-86.64
502.0,-89.49
502.2,-89.8
502.4,-87.22
502.6,-85.74
502.8,-83.55
503.0,-86.45
503.2,-89.11
503.4,-86.19
503.6,-84.85
503.8,-79.61
504.0,-79.25
504.2,-81.99
504.4,-80.45
504.6,-74.49
504.8,-73.9
505.0,-76.81
505.2,-82.45
505.4,-84.97
505.6,-84.26
505.8,-81.96
506.0,-97.05
506.2,-97.32
506.4,-104.46
506.6,-110.69
506.8,-109.89
507.0,-109.12
507.2,-110.24
507.4,-107.93
507.6,-109.3
507.8,-111.64
508.0,-110.62
508.2,-110.97
508.4,-97.48
508.6,-104.73
508.8,-104.44
509.0,-100.42
509.2,-105.66
509.4,-104.02
509.6,-100.64
509.8,-99.16
510.0,-105.08
510.2,-104.75
510.4,-103.61
510.6,-109.64
510.8,-96.9
511.0,-96.09
511.2,-99.1
511.4,-102.34
511.6,-102.01
511.8,-99.53
512.0,-97.73
512.2,-94.28
512.4,-88.92
512.6,-90.83
512.8,-85.91
513.0,-83.4
513.2,-91.16
513.4,-85.51
513.6,-81.27
513.8,-80.05
514.0,-84.22
514.2,-85.57
514.4,-89.36
514.6,-87.89
514.8,-90.14
515.0,-93.83
515.2,-99.32
515.4,-99.07
515.6,-89.5
515.8,-82.67
516.0,-79.02
516.2,-79.49
516.4,-102.55
516.6,-92.2
516.8,-86.12
517.0,-86.6
517.2,-84.71
517.4,-84.72
517.6,-88.29
517.8,-92.93
518.0,-88.25
518.2,-96.39
518.4,-113.15
518.6,-105.85
518.8,-97.93
519.0,-98.52
519.2,-98.8
519.4,-94.71
519.6,-102.0
519.8,-104.15
520.0,-98.84
520.2,-99.82
520.4,-103.0
520.6,-99.07
520.8,-100.22
521.0,-102.19
521.2,-105.09
521.4,-103.92
521.6,-100.68
521.8,-99.9
522.0,-107.86
522.2,-110.83
522.4,-110.23
522.6,-108.13
522.8,-102.16
523.0,-103.35
523.2,-106.16
523.4,-112.34
523.6,-90.93
523.8,-90.93
524.0,-92.13
524.2,-92.36
524.4,-102.54
524.6,-112.9
524.8,-105.23
525.0,-100.12
525.2,-96.86
525.4,-96.66
525.6,-95.55
525.8,-95.08
526.0,-97.48
526.2,-93.98
526.4,-92.38
526.6,-93.95
526.8,-96.98
527.0,-108.9
527.2,-100.2
527.4,-98.12
527.6,-97.62
527.8,-101.3
528.0,-108.43
528.2,-107.4
528.4,-108.26
528.6,-109.02
528.8,-113.35
529.0,-110.65
529.2,-96.1
529.4,-96.67
529.6,-92.85
529.8,-93.04
530.0,-102.0
530.2,-100.41
530.4,-100.36
530.6,-101.04
530.8,-94.25
531.0,-95.08
531.2,-99.1
531.4,-107.32
531.6,-112.85
531.8,-104.94
532.0,-102.3
532.2,-102.63
532.4,-103.86
532.6,-100.9
532.8,-100.34
533.0,-101.84
533.2,-100.04
533.4,-97.7
533.6,-97.81
533.8,-99.3
534.0,-105.27
534.2,-104.06
534.4,-105.24
534.6,-104.09
534.8,-103.52
535.0,-105.83
535.2,-109.78
535.4,-105.32
535.6,-101.43
535.8,-109.77
536.0,-94.28
536.2,-91.08
536.4,-98.64
536.6,-105.5
536.8,-121.99
537.0,-107.16
537.2,-101.13
537.4,-104.12
537.6,-100.91
537.8,-99.95
538.0,-102.99
538.2,-108.17
538.4,-113.09
538.6,-105.14
538.8,-98.5
539.0,-95.4
539.2,-97.47
539.4,-101.4
539.6,-102.18
539.8,-103.3
540.0,-101.69
540.2,-102.89
540.4,-109.55
540.6,-112.18
540.8,-121.27
541.0,-106.83
541.2,-91.52
541.4,-90.01
541.6,-90.32
541.8,-95.91
542.0,-101.58
542.2,-98.0
542.4,-97.66
542.6,-98.71
542.8,-102.32
543.0,-107.87
543.2,-103.58
543.4,-97.98
543.6,-93.35
543.8,-93.85
544.0,-92.88
544.2,-92.71
544.4,-96.19
544.6,-92.16
544.8,-92.79
545.0,-91.1
545.2,-99.5
545.4,-100.7
545.6,-102.69
545.8,-102.2
546.0,-96.33
546.2,-96.12
546.4,-96.49
546.6,-98.6
546.8,-96.72
547.0,-105.03
547.2,-110.57
547.4,-121.46
547.6,-105.4
547.8,-105.57
548.0,-106.48
548.2,-105.22
548.4,-93.86
548.6,-98.56
548.8,-98.81
549.0,-83.64
549.2,-74.54
549.4,-71.99
549.6,-74.54
549.8,-82.12
550.0,-98.26
550.2,-98.41
550.4,-96.74
550.6,-96.54
550.8,-101.13
551.0,-107.59
551.2,-116.03
551.4,-106.29
551.6,-101.3
551.8,-99.99
552.0,-100.37
552.2,-103.32
552.4,-109.09
552.6,-107.46
552.8,-118.33
553.0,-109.01
553.2,-102.91
553.4,-96.7
553.6,-85.24
553.8,-80.44
554.0,-82.5
554.2,-88.89
554.4,-102.47
554.6,-101.74
554.8,-105.01
555.0,-107.91
555.2,-116.76
555.4,-106.98
555.6,-106.09
555.8,-108.76
556.0,-108.53
556.2,-106.3
556.4,-96.94
556.6,-97.3
556.8,-98.93
557.0,-104.25
557.2,-112.25
557.4,-107.64
557.6,-103.78
557.8,-103.39
558.0,-112.36
558.2,-106.6
558.4,-100.11
558.6,-98.3
558.8,-111.14
559.0,-106.84
559.2,-103.47
559.4,-101.85
559.6,-106.6
559.8,-107.46
560.0,-108.87
560.2,-110.96
560.4,-98.26
560.6,-97.74
560.8,-102.79
561.0,-107.57
561.2,-103.23
561.4,-98.12
561.6,-98.83
561.8,-104.99
562.0,-105.58
562.2,-97.83
562.4,-95.25
562.6,-96.51
562.8,-96.21
563.0,-97.0
563.2,-98.17
563.4,-104.63
563.6,-103.56
563.8,-101.73
564.0,-100.79
564.2,-99.63
564.4,-99.03
564.6,-102.7
564.8,-106.07
565.0,-102.01
565.2,-94.49
565.4,-94.58
565.6,-95.81
565.8,-97.81
566.0,-106.18
566.2,-99.77
566.4,-98.33
566.6,-99.85
566.8,-90.43
567.0,-94.63
567.2,-96.63
567.4,-97.54
567.6,-92.99
567.8,-86.22
568.0,-84.79
568.2,-87.8
568.4,-105.37
568.6,-95.84
568.8,-91.65
569.0,-89.38
569.2,-96.06
569.4,-104.03
569.6,-97.79
569.8,-91.54
570.0,-95.55
570.2,-93.69
570.4,-91.66
570.6,-93.87
570.8,-88.45
571.0,-87.49
571.2,-87.23
571.4,-85.81
571.6,-103.39
571.8,-105.33
572.0,-106.28
572.2,-106.0
572.4,-101.91
572.6,-100.2
572.8,-92.65
573.0,-86.41
573.2,-86.69
573.4,-89.01
573.6,-96.49
573.8,-109.07
574.0,-105.82
574.2,-103.73
574.4,-100.1
574.6,-97.62
574.8,-105.6
575.0,-113.07
575.2,-114.43
575.4,-110.9
575.6,-97.88
575.8,-95.55
576.0,-92.63
576.2,-93.41
576.4,-97.33
576.6,-94.14
576.8,-93.99
577.0,-96.86
577.2,-101.68
577.4,-91.27
577.6,-84.85
577.8,-83.66
578.0,-89.1
578.2,-97.92
578.4,-106.33
578.6,-107.66
578.8,-98.27
579.0,-99.08
579.2,-101.66
579.4,-107.09
579.6,-101.65
579.8,-102.31
580.0,-101.94
580.2,-101.62
580.4,-97.1
580.6,-96.96
580.8,-98.14
581.0,-99.07
581.2,-92.46
581.4,-92.39
581.6,-96.05
581.8,-100.27
582.0,-97.79
582.2,-101.51
582.4,-95.83
582.6,-92.45
582.8,-104.68
583.0,-104.37
583.2,-104.24
583.4,-105.74
583.6,-112.58
583.8,-122.76
584.0,-125.64
584.2,-108.94
584.4,-103.01
584.6,-102.15
584.8,-99.74
585.0,-97.18
585.2,-92.62
585.4,-95.8
585.6,-95.07
585.8,-88.54
586.0,-84.1
586.2,-83.11
586.4,-84.38
586.6,-88.1
586.8,-95.68
587.0,-95.13
587.2,-89.84
587.4,-87.36
587.6,-91.06
587.8,-96.55
588.0,-94.26
588.2,-93.57
588.4,-104.17
588.6,-99.23
588.8,-97.75
589.0,-102.52
589.2,-104.2
589.4,-100.75
589.6,-104.08
589.8,-103.86
590.0,-107.49
590.2,-105.43
590.4,-104.28
590.6,-103.61
590.8,-100.65
591.0,-101.39
591.2,-108.21
591.4,-106.98
591.6,-100.34
591.8,-102.19
592.0,-102.13
592.2,-102.01
592.4,-105.3
592.6,-106.38
592.8,-107.07
593.0,-107.79
593.2,-94.14
593.4,-92.99
593.6,-97.17
593.8,-92.5
594.0,-87.85
594.2,-88.73
594.4,-97.46
594.6,-98.3
594.8,-104.41
595.0,-103.54
595.2,-101.02
595.4,-102.51
595.6,-110.97
595.8,-106.12
596.0,-100.91
596.2,-99.6
596.4,-107.64
596.6,-107.57
596.8,-106.05
597.0,-105.68
597.2,-120.25
597.4,-124.22
597.6,-118.97
597.8,-112.73
598.0,-120.12
598.2,-105.55
598.4,-100.98
598.6,-102.29
598.8,-105.62
599.0,-100.67
599.2,-99.11
599.4,-100.04
599.6,-91.57
599.8,-96.31
600.0,-105.38
600.2,-92.07
600.4,-96.79
600.6,-95.53
600.8,-92.27
601.0,-91.33
601.2,-102.47
601.4,-99.14
601.6,-97.99
601.8,-98.46
602.0,-104.9
602.2,-106.54
602.4,-103.09
602.6,-99.82
602.8,-95.72
603.0,-92.38
603.2,-91.92
603.4,-95.54
603.6,-111.85
603.8,-110.58
604.0,-106.78
604.2,-107.8
604.4,-101.78
604.6,-99.45
604.8,-97.72
605.0,-97.87
605.2,-117.21
605.4,-105.56
605.6,-100.61
605.8,-100.78
606.0,-92.51
606.2,-91.43
606.4,-92.69
606.6,-95.87
606.8,-100.01
607.0,-100.53
607.2,-98.25
607.4,-97.81
607.6,-101.23
607.8,-102.69
608.0,-106.63
608.2,-104.3
608.4,-99.19
608.6,-97.07
608.8,-90.31
609.0,-82.88
609.2,-82.04
609.4,-84.41
609.6,-93.21
609.8,-103.04
610.0,-96.77
610.2,-99.09
610.4,-104.42
610.6,-108.92
610.8,-108.47
611.0,-115.68
611.2,-112.37
611.4,-114.23
611.6,-112.42
611.8,-112.32
612.0,-109.84
612.2,-110.09
612.4,-107.28
612.6,-121.63
612.8,-104.23
613.0,-99.97
613.2,-94.06
613.4,-90.53
613.6,-88.34
613.8,-88.79
614.0,-90.39
614.2,-90.94
614.4,-90.44
614.6,-91.71
614.8,-106.56
615.0,-101.98
615.2,-108.64
615.4,-101.93
615.6,-99.57
615.8,-97.83
616.0,-97.66
616.2,-101.29
616.4,-98.99
616.6,-97.91
616.8,-104.8
617.0,-111.89
617.2,-97.43
617.4,-92.84
617.6,-90.34
617.8,-89.73
618.0,-98.37
618.2,-99.27
618.4,-98.38
618.6,-103.73
618.8,-100.71
619.0,-98.62
619.2,-96.18
619.4,-95.96
619.6,-107.21
619.8,-109.65
620.0,-100.12
620.2,-95.67
620.4,-102.48
620.6,-99.73
620.8,-99.59
621.0,-100.1
621.2,-99.55
621.4,-102.79
621.6,-103.07
621.8,-101.46
622.0,-106.26
622.2,-126.54
622.4,-106.84
622.6,-102.73
622.8,-107.47
623.0,-109.66
623.2,-119.65
623.4,-121.12
623.6,-99.3
623.8,-99.93
624.0,-103.5
624.2,-107.19
624.4,-107.99
624.6,-110.49
624.8,-112.85
625.0,-117.04
625.2,-104.61
625.4,-104.77
625.6,-98.98
625.8,-96.38
626.0,-113.76
626.2,-112.36
626.4,-109.28
626.6,-108.24
626.8,-106.66
627.0,-105.47
627.2,-110.07
627.4,-118.72
627.6,-105.02
627.8,-100.46
628.0,-98.34
628.2,-97.27
628.4,-102.59
628.6,-100.34
628.8,-98.79
629.0,-100.51
629.2,-104.55
629.4,-104.05
629.6,-103.43
629.8,-104.93
630.0,-109.8
630.2,-107.94
630.4,-103.32
630.6,-102.31
630.8,-104.4
631.0,-101.59
631.2,-101.06
631.4,-100.88
631.6,-110.55
631.8,-110.85
632.0,-106.52
632.2,-108.39
632.4,-103.41
632.6,-105.24
632.8,-104.83
633.0,-105.18
633.2,-105.6
633.4,-105.62
633.6,-111.23
633.8,-108.92
634.0,-114.03
634.2,-107.87
634.4,-104.62
634.6,-105.99
634.8,-103.2
635.0,-100.91
635.2,-100.5
635.4,-104.0
635.6,-111.35
635.8,-108.41
636.0,-110.81
636.2,-118.4
636.4,-114.9
636.6,-111.87
636.8,-109.8
637.0,-107.14
637.2,-106.39
637.4,-103.51
637.6,-99.57
637.8,-97.78
638.0,-100.3
638.2,-108.09
638.4,-106.52
638.6,-105.3
638.8,-116.8
639.0,-111.31
639.2,-106.99
639.4,-107.1
639.6,-106.69
639.8,-112.4
640.0,-102.2
640.2,-100.77
640.4,-98.6
640.6,-96.52
640.8,-97.92
641.0,-101.44
641.2,-105.86
641.4,-105.19
641.6,-103.99
641.8,-103.93
642.0,-106.01
642.2,-104.87
642.4,-103.88
642.6,-105.21
642.8,-107.28
643.0,-104.49
643.2,-98.59
643.4,-98.06
643.6,-106.76
643.8,-117.67
644.0,-102.23
644.2,-96.07
644.4,-102.77
644.6,-97.76
644.8,-92.36
645.0,-91.75
645.2,-87.33
645.4,-87.0
645.6,-84.03
645.8,-82.33
646.0,-86.37
646.2,-84.77
646.4,-86.33
646.6,-87.8
646.8,-86.02
647.0,-89.04
647.2,-96.62
647.4,-98.05
647.6,-90.24
647.8,-92.44
648.0,-98.75
648.2,-94.85
648.4,-88.27
648.6,-88.13
648.8,-91.79
649.0,-106.73
649.2,-88.34
649.4,-87.7
649.6,-87.92
649.8,-89.86
650.0,-115.55
650.2,-104.16
650.4,-100.71
650.6,-99.0
650.8,-106.97
651.0,-106.83
651.2,-107.86
651.4,-107.51
651.6,-106.5
651.8,-106.99
652.0,-107.14
652.2,-108.63
652.4,-108.48
652.6,-114.12
652.8,-113.9
653.0,-112.0
653.2,-94.5
653.4,-92.53
653.6,-93.3
653.8,-96.59
654.0,-112.56
654.2,-115.26
654.4,-107.46
654.6,-101.21
654.8,-110.19
655.0,-120.34
655.2,-111.02
655.4,-111.84
655.6,-100.8
655.8,-101.01
656.0,-99.37
656.2,-96.41
656.4,-108.72
656.6,-110.5
656.8,-107.37
657.0,-102.01
657.2,-95.5
657.4,-93.76
657.6,-94.13
657.8,-93.6
658.0,-121.25
658.2,-122.52
658.4,-113.15
658.6,-107.33
658.8,-109.8
659.0,-100.5
659.2,-98.98
659.4,-102.43
659.6,-104.58
659.8,-102.71
660.0,-103.68
660.2,-105.98
660.4,-108.42
660.6,-107.13
660.8,-107.54
661.0,-109.08
661.2,-113.91
661.4,-108.81
661.6,-106.64
661.8,-103.88
662.0,-108.19
662.2,-107.01
662.4,-102.09
662.6,-100.82
662.8,-110.23
663.0,-120.47
663.2,-112.86
663.4,-107.72
663.6,-94.43
663.8,-94.22
664.0,-95.34
664.2,-97.03
664.4,-118.35
664.6,-112.3
664.8,-103.64
665.0,-100.18
665.2,-107.6
665.4,-106.21
665.6,-102.46
665.8,-102.71
666.0,-106.57
666.2,-106.94
666.4,-106.8
666.6,-104.37
666.8,-100.09
667.0,-100.42
667.2,-100.4
667.4,-100.55
667.6,-106.34
667.8,-110.91
668.0,-111.9
668.2,-105.96
668.4,-99.0
668.6,-98.17
668.8,-100.81
669.0,-107.69
669.2,-99.01
669.4,-96.64
669.6,-96.39
669.8,-97.7
670.0,-110.4
670.2,-105.69
670.4,-103.93
670.6,-104.46
670.8,-109.71
671.0,-114.01
671.2,-106.88
671.4,-103.27
